STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,EVAP,HDSD,HTDD,MNPN,MXPN,PRCP,SNOW,TAVG,TMAX,TMIN,WDMV
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2009-02,0,0,1,0,0,0,0,20,0,0,0,22,0,0,0.07,69,,3503,667,,,0.07,0,41.2,52.9,29.5,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2009-03,0,0,3,2,0,0,0,12,0,9,0,23,0,0,0.1,78,,4006,504,,,0.21,0,48.7,62.5,35,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2009-04,16,16,5,2,0,0,0,8,0,15,0,27,0,0,0.25,85,,4329,323,,,0.45,0,54.8,67.7,41.8,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2009-08,,486,3,1,0,0,0,0,0,31,28,59,0,0,0.14,103,,,0,,,0.2,0,80.7,95.4,65.9,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2009-09,,270,4,1,0,0,0,0,0,29,14,44,0,0,0.11,97,,,17,,,0.24,0,73.4,87.2,59.7,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2009-10,,12,3,2,0,0,0,4,0,15,1,30,0,0,0.75,90,,,316,,,0.95,0,55.2,67.7,42.6,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2009-11,,0,2,1,0,0,0,17,0,3,0,22,0,0,0.1,75,,,636,,,0.12,0,43.8,55.8,31.8,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2009-12,,0,5,2,23,3,4,30,18,0,0,-4,6,6,0.57,49,,,1283,,,0.81,12,22.2,31.4,13.1,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2010-01,0,0,5,4,26,1,2,29,17,0,0,0,6,4,0.41,51,,,1271,,,1.11,4,24,32.9,15.1,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2010-02,0,0,8,6,4,2,0,28,2,0,0,19,1,1,0.39,45,,,934,,,1.27,4,31.6,38.4,24.9,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2010-03,2,2,8,5,0,0,0,11,0,2,0,29,0,0,0.45,77,,,592,,,1.28,0,45.3,56.6,34.1,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2010-04,10,7,2,1,0,0,0,1,0,18,0,31,0,0,0.3,82,,,264,,,0.34,0,56.4,69.1,43.8,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2010-05,80,70,5,1,0,0,0,0,0,22,2,37,0,0,0.17,94,,,151,,,0.32,0,62.4,75.1,49.6,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2010-06,491,412,3,2,0,0,0,0,0,30,22,51,0,0,0.12,104,,,4,,,0.27,0,78.6,92.6,64.5,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2010-07,1093,602,4,3,0,0,0,0,0,31,29,56,0,0,0.17,107,,0,0,,,0.51,0,84.4,98.4,70.4,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2010-08,1550,457,10,4,0,0,0,0,0,31,23,59,0,0,0.53,101,,0,0,,,1.43,0,79.7,93,66.5,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2010-09,1793,243,2,1,0,0,0,0,0,30,19,47,0,0,0.5,99,,2,2,,,0.52,0,73,89.8,56.2,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2010-10,1835,42,10,5,0,0,0,2,0,19,4,30,0,0,0.24,92,,209,206,,,0.91,0,59.7,72.8,46.6,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2010-11,1835,0,5,1,0,0,0,16,1,2,0,11,0,0.5,0.24,74,,889,680,,,0.41,0.5,42.3,54.2,30.4,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2010-12,1835,0,6,3,2,2,0,24,1,0,0,14,4,4,0.47,59,,1684,795,,,1.22,6.3,38.5,47.6,29.4,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2011-01,0,0,0,0,16,,3,30,12,0,0,-2,3,,0,52,,2851,1166,,,0,,26.1,35.5,16.8,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2011-02,0,0,2,0,,,0,21,4,0,0,6,,,0.08,65,,3666,815,,,0.12,,35.9,46.6,25.1,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2011-03,0,0,3,0,,,0,7,0,4,0,29,,,0.06,74,,4151,485,,,0.1,,49.4,61.5,37.2,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2011-04,0,0,7,4,,,0,2,0,12,0,29,,,0.4,82,,4463,312,,,0.91,,54.6,67.5,41.7,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2011-05,51,51,8,4,,,0,0,0,20,0,36,,,0.29,88,,4633,169,,,1.01,,61.2,73.8,48.6,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2011-06,403,351,2,2,,,0,0,0,30,19,50,,,0.13,104,,4633,0,,,0.23,,76.7,91.6,61.8,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2011-07,948,545,10,7,,,0,0,0,31,28,62,,,0.5,104,,0,0,,,1.7,,82.6,96.5,68.6,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2011-08,1515,567,4,2,,,0,0,0,30,30,64,,,0.56,104,,0,0,,,0.87,,83.9,98.8,69,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2011-09,1758,243,5,2,,,0,0,0,30,10,52,,,0.27,99,,0,0,,,0.54,,73.1,87.2,59,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2011-10,1801,43,7,2,,,0,3,0,21,1,30,,,0.77,90,,271,271,,,1.08,,57.6,71.4,43.9,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2011-11,1801,0,5,3,,,0,15,0,0,0,23,,,0.33,69,,911,641,,,0.77,,43.6,54.5,32.8,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2011-12,1801,0,2,1,,,0,29,0,0,0,13,,,0.11,54,,1949,1037,,,0.18,,31.5,40.9,22.1,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2012-01,0,0,3,1,,,0,29,0,0,0,14,,,0.11,59,,2908,959,,,0.15,,34.1,45.6,22.5,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2012-02,0,0,4,1,,,0,26,0,0,0,21,,,0.12,64,,3664,756,,,0.2,,38.9,50.4,27.4,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2012-03,1,1,2,1,,,0,11,0,14,0,21,,,0.1,81,,4075,411,,,0.14,,51.8,65.3,38.3,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2012-04,44,43,4,3,,,0,0,0,19,2,34,,,0.3,92,,4270,194,,,0.51,,60,74.2,45.7,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2012-05,198,154,0,0,,,0,0,0,31,7,45,,,0,96,,4279,9,,,0,,69.7,84.4,54.9,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2012-06,688,490,0,0,,,0,0,0,30,27,55,,,0,105,,4279,0,,,0,,81.3,97.3,65.4,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2012-07,1302,614,6,2,,,0,0,0,31,28,64,,,0.19,105,,0,0,,,0.45,,84.8,97.5,72.1,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2012-08,1878,576,7,2,,,0,0,0,31,28,63,,,0.44,105,,0,0,,,0.69,,83.6,97.2,69.9,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2012-09,2144,265,4,0,,,0,0,0,29,15,52,,,0.05,96,,3,3,,,0.13,,73.7,88,59.4,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2012-10,2180,36,3,2,,,0,2,0,20,1,30,,,0.47,90,,207,203,,,0.8,,59.6,73.4,45.8,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2012-11,2180,0,3,0,,,0,16,0,3,0,23,,,0.09,73,,779,572,,,0.16,,45.9,59.3,32.6,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2012-12,2180,0,6,1,,,0,21,11,0,0,6,,,0.45,64,,1734,955,,,0.64,,33.2,42.1,24.3,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2013-01,0,0,4,1,27,,8,30,24,0,0,-4,4,,0.54,49,,3199,1465,,,0.71,,17.7,27.6,7.9,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2013-02,0,0,3,1,1,,0,27,0,0,0,20,2,,0.2,58,,4032,832,,,0.29,,35.3,45.1,25.4,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2013-03,0,0,1,0,,,0,12,0,7,0,23,,,0.01,75,,4559,527,,,0.01,,48,61.7,34.2,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2013-04,5,5,6,2,,,0,3,0,16,0,29,,,0.31,86,,4890,331,,,0.71,,54.1,67.3,41,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2013-05,140,135,4,2,,,0,0,0,26,6,37,,,0.21,94,,4962,72,,,0.45,,67,80.5,53.5,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2013-06,613,473,0,0,,,0,0,0,30,28,53,,,0,109,,4962,0,,,0,,80.8,96.8,64.7,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2013-07,1290,677,8,3,,,0,0,0,31,30,63,,,0.31,106,,0,0,,,0.85,,86.8,100.1,73.5,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2013-08,1763,474,8,4,,,0,0,0,31,24,60,,,0.45,101,,0,0,,,1.22,,80.3,92.9,67.6,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2013-09,2006,242,7,6,,,0,0,0,27,9,42,,,1.03,100,,29,29,,,2.5,,72.1,84.5,59.6,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2013-11,,0,3,2,,,0,11,0,0,0,27,,,0.7,67,,,646,,,0.92,,43.5,54.1,32.9,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2013-12,,0,2,2,27,2,0,28,17,0,0,1,6,6,0.5,46,,,1277,,,0.62,8.5,22.4,31.1,13.8,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2014-01,0,0,1,1,4,0,0,30,3,0,0,12,2,0,0.18,48,,,1039,,,0.18,0,30.4,40.5,20.2,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2014-02,0,0,3,2,0,0,0,16,0,1,0,19,0,0,0.21,70,,,628,,,0.33,0,42.5,54.1,31,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2014-03,0,0,2,2,,0,0,8,0,5,0,30,,0,0.15,73,,,489,,,0.25,0,49.2,62.7,35.8,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2014-04,1,1,4,3,0,0,0,1,0,13,0,32,0,0,0.34,82,,,310,,,0.89,0,54.7,68.2,41.3,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2014-05,122,121,5,5,,,0,0,0,23,2,39,,,1.27,96,,,124,,,2.48,,64.9,77.8,52,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2014-06,475,353,1,0,,,0,0,0,30,22,55,,,0.02,102,,,0,,,0.02,,76.8,92.3,61.3,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2014-07,1117,641,4,3,,,0,0,0,31,30,62,,,0.68,106,,0,0,,,1.55,,85.7,99.5,71.9,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2014-08,1510,393,11,6,,,0,0,0,31,18,59,,,1.22,100,,0,0,,,2.75,,77.7,90.1,65.2,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2014-09,1799,290,6,5,,,0,0,0,29,17,51,,,1.02,96,,10,10,,,2.68,,74.3,88.2,60.4,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2014-10,1804,5,2,1,,,0,0,0,24,0,35,,,0.13,80,,171,161,,,0.14,,59.9,73.4,46.5,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2014-11,1804,0,4,1,,,0,18,0,3,0,20,,,0.15,77,,798,627,,,0.24,,43.4,56.3,30.5,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2014-12,1804,0,4,1,1,1,0,19,1,0,0,15,1,1,0.35,61,,1594,796,,,0.56,1.4,38.5,46.7,30.2,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2015-01,0,0,3,3,0,0,0,30,3,0,0,15,0,0.4,0.44,54,,2555,961,,,0.89,0.4,34,43,25,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2015-02,0,0,3,0,0,0,0,13,0,1,0,23,0,0,0.06,71,,3129,574,,,0.08,0,44.5,56.8,32.2,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2015-03,0,0,3,2,,,0,8,0,14,0,26,,,0.16,83,,3529,400,,,0.32,,52.1,66.8,37.5,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2015-04,2,2,6,4,,,0,2,0,19,0,31,,,0.65,83,,3767,238,,,1.57,,56.2,70.5,41.9,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2015-05,46,44,13,5,,,0,0,0,24,0,45,,,0.29,89,,3858,91,,,1.28,,63.5,75.8,51.1,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2015-06,479,434,6,3,,,0,0,0,30,23,53,,,1.15,105,,3858,0,,,1.83,,79.5,94.5,64.4,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2015-07,984,504,9,8,,,0,0,0,31,24,58,,,0.62,106,,0,0,,,1.63,,81.3,94.4,68.2,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2015-08,1473,489,5,2,,,0,0,0,30,27,61,,,0.26,105,,0,0,,,0.53,,81.3,95.8,66.8,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2015-09,1788,315,4,2,,,0,0,0,30,19,52,,,0.45,97,,0,0,,,0.7,,75.5,90.4,60.5,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2015-10,1835,47,10,8,,,0,0,0,19,1,37,,,0.62,94,,124,124,,,2.37,,62.6,74.9,50.3,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2015-11,1835,0,5,3,0,0,0,20,0,1,0,21,0,0,0.5,75,,758,633,,,1.3,0,42.7,54.2,31,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2015-12,1835,0,3,1,7,3,0,29,3,0,0,12,5,5,0.38,50,,1765,1008,,,0.59,7.5,31.4,40.4,22.4,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2016-01,0,0,4,1,3,1,0,26,5,0,0,9,1,1,0.37,62,,2718,952,,,0.42,1,31,40.1,21.8,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2016-02,0,0,3,2,10,2,0,23,2,0,0,8,7,5.5,0.48,69,,3467,749,,,0.68,8,37.3,49.4,25.2,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2016-03,0,0,5,1,,,0,4,0,7,0,30,,,0.44,77,,3910,443,,,0.57,,50.7,64.3,37.1,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2016-04,4,4,8,5,,0,0,0,0,16,0,35,,0,0.36,85,,4173,263,,,1.2,0,56.1,68.4,43.7,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2016-05,77,73,6,3,,,0,0,0,24,1,44,,,0.33,90,,4256,82,,,0.7,,64.7,77.9,51.5,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2016-06,612,535,0,0,,,0,0,0,30,27,57,,,0,109,,4256,0,,,0,,82.8,98.7,66.9,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2016-07,1211,598,6,5,,,0,0,0,31,29,61,,,0.25,107,,0,0,,,1.02,,84.3,99.5,69.1,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2016-08,1657,447,5,5,,,0,0,0,31,24,59,,,0.48,100,,0,0,,,1.49,,79.4,93.1,65.7,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2016-09,1888,230,8,3,,,0,0,0,30,13,47,,,0.28,97,,11,11,,,0.75,,72.3,86.9,57.7,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2016-10,1938,50,6,1,,,0,0,0,25,0,35,,,0.45,84,,162,150,,,0.62,,61.8,75.5,48.1,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2016-11,1939,1,3,1,0,0,0,9,0,4,0,23,0,0,0.43,76,,636,475,,,0.54,0,48.7,60.4,36.9,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2016-12,,,3,2,1,1,,,,,,,2,1.5,0.15,,,,,,,0.26,1.5,,,,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2017-01,0,0,11,7,5,2,0,22,4,0,0,11,2,1.5,0.3,56,,,947,,,1.37,2.8,34.4,42.5,26.5,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2017-02,0,0,3,1,0,0,0,9,0,1,0,21,0,0,0.2,71,,,461,,,0.27,0,47.3,57.6,36.9,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2017-03,18,18,3,0,0,0,0,4,0,15,0,24,0,0,0.07,83,,,330,,,0.16,0,54.9,68.2,41.6,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2017-04,34,16,1,1,0,0,0,1,0,16,0,31,0,0,0.18,84,,,229,,,0.18,0,57.6,70.1,45.2,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2017-05,150,116,6,5,0,0,0,0,0,26,3,41,0,0,0.26,93,,,74,,,0.79,0,66.4,79.4,53.3,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2017-06,690,540,0,0,0,0,0,0,0,30,30,54,0,0,0,107,,,0,,,0,0,83,98.4,67.6,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2017-07,1325,635,6,6,0,0,0,0,0,30,29,62,0,0,0.78,108,,0,0,,,2.49,0,86.2,99.8,72.6,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2017-08,,,4,0,0,0,,,,,,,0,0,0.07,,,,,,,0.13,0,,,,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2017-09,,258,2,2,0,0,0,0,0,27,14,43,0,0,0.72,102,,,42,,,0.98,0,72.5,86.5,58.4,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2017-10,,0,4,3,0,0,0,0,0,20,0,33,0,0,0.34,84,,,260,,,0.61,0,56.3,72,40.5,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2017-11,,0,1,0,0,0,0,8,0,7,0,23,0,0,0.04,74,,,436,,,0.04,0,50.5,63.5,37.5,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2017-12,,0,2,2,11,2,0,29,2,0,0,6,8,5.5,0.54,66,,,996,,,0.85,8,31.8,43.4,20.2,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2018-01,0,0,3,1,8,0,0,30,0,0,0,14,1,0.5,0.14,55,,,963,,,0.25,0.5,33.9,44.2,23.7,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2018-02,0,0,4,2,0,0,0,20,0,0,0,23,0,0,0.8,65,,,670,,,1.02,0,41.1,51.8,30.4,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2018-03,0,0,5,3,0,0,0,7,0,3,0,23,0,0,0.33,75,,,488,,,0.8,0,49.2,61.4,37.1,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2018-04,29,29,1,1,0,0,0,1,0,21,0,32,0,0,0.32,87,,,190,,,0.32,0,59.6,73.1,46.2,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2018-05,208,179,3,1,0,0,0,0,0,28,7,45,0,0,0.39,94,,,39,,,0.46,0,69.5,83.4,55.6,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2018-06,711,503,0,0,,,0,0,0,30,28,61,,,0,108,,,0,,,0,,81.8,96.8,66.8,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2018-07,1449,738,1,0,0,0,0,0,0,31,31,61,0,0,0.02,107,,0,0,,,0.02,0,88.8,102.2,75.4,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2018-08,2036,587,2,1,0,0,0,0,0,31,31,60,0,0,1.16,104,,0,0,,,1.17,0,83.9,98.4,69.5,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2018-09,2397,361,2,1,0,0,0,0,0,30,22,45,0,0,0.21,98,,2,2,,,0.24,0,76.9,91.6,62.3,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2018-10,2420,23,11,7,0,0,0,0,0,11,0,33,0,0,0.52,87,,314,312,,,2.29,0,55.7,65.7,45.7,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2018-11,2420,0,1,0,0,0,0,22,0,0,0,21,0,0,0.02,66,,1058,744,,,0.02,0,40.2,52.6,27.8,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2019-01,,,7,3,,2,,,,,,,,2.5,0.24,,,,,,,0.66,4.2,,,,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2019-02,,0,9,5,9,4,0,23,2,0,0,14,4,3.4,0.75,57,,,837,,,1.77,7,35.1,43.9,26.3,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2019-03,,0,8,4,0,0,0,7,0,2,0,28,0,0,0.74,73,,,547,,,2.09,0,47.4,57.3,37.4,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2019-04,,24,5,2,0,0,0,0,0,21,0,34,0,0,0.53,84,,,196,,,0.74,0,59.2,71.6,46.9,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2019-05,,47,8,4,0,0,0,0,0,20,0,40,0,0,0.39,88,,,168,,,1.39,0,61.1,72.8,49.4,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2019-06,,317,2,1,0,0,0,0,0,30,18,48,0,0,0.17,102,,,8,,,0.22,0,75.3,89.5,61.1,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2019-07,,633,3,0,0,0,0,0,0,31,31,62,0,0,0.05,106,,0,0,,,0.09,0,85.4,100.6,70.2,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2019-08,,616,0,0,0,0,0,0,0,31,31,61,0,0,0,104,,0,0,,,0,0,84.9,100.3,69.5,
USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,2019-09,,334,1,0,0,0,0,0,0,30,13,47,0,0,0.05,104,,5,5,,,0.05,0,76,90.6,61.4,